device build rows dataset relpages workers wm eic ioc readahead matches distinct run caching optimal timing
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 2 10000 3 uncached bitmapscan 36.906
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 4 10000 3 uncached bitmapscan 61.142
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 8 10000 3 uncached bitmapscan 102.757
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 16 10000 3 uncached bitmapscan 190.377
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 32 10000 3 uncached bitmapscan 362.306
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 64 10000 3 uncached bitmapscan 650.030
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 128 10000 3 uncached bitmapscan 1047.544
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 256 10000 3 uncached bitmapscan 1557.337
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 512 10000 3 uncached bitmapscan 1710.808
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 1024 10000 3 uncached bitmapscan 1424.424
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 2048 10000 3 uncached bitmapscan 216.010
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 4048 10000 3 uncached bitmapscan 218.975
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 6048 10000 3 uncached seqscan 224.232
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 8048 10000 3 uncached seqscan 217.053
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 16 8192 10048 10000 3 uncached seqscan 222.190
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 2 10000 3 uncached bitmapscan 35.227
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 4 10000 3 uncached bitmapscan 62.302
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 8 10000 3 uncached bitmapscan 106.117
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 16 10000 3 uncached bitmapscan 197.156
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 32 10000 3 uncached bitmapscan 377.952
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 64 10000 3 uncached bitmapscan 719.606
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 128 10000 3 uncached bitmapscan 1303.944
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 256 10000 3 uncached bitmapscan 2347.854
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 512 10000 3 uncached bitmapscan 3475.478
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 1024 10000 3 uncached bitmapscan 3208.703
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 2048 10000 3 uncached bitmapscan 798.726
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 4048 10000 3 uncached bitmapscan 211.197
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 6048 10000 3 uncached seqscan 215.869
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 8048 10000 3 uncached seqscan 226.169
raid-sata master 1000000 uniform 41667 0 4096 1 1 8192 10048 10000 3 uncached seqscan 225.358
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 2 10000 3 uncached bitmapscan 35.819
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 4 10000 3 uncached bitmapscan 60.722
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 8 10000 3 uncached bitmapscan 107.609
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 16 10000 3 uncached bitmapscan 201.571
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 32 10000 3 uncached bitmapscan 380.041
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 64 10000 3 uncached bitmapscan 709.265
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 128 10000 3 uncached bitmapscan 1328.765
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 256 10000 3 uncached bitmapscan 2327.053
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 512 10000 3 uncached bitmapscan 3493.117
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 1024 10000 3 uncached bitmapscan 3138.168
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 2048 10000 3 uncached bitmapscan 645.290
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 4048 10000 3 uncached bitmapscan 222.140
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 6048 10000 3 uncached seqscan 215.471
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 8048 10000 3 uncached seqscan 229.138
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 1 8192 10048 10000 3 uncached seqscan 229.342
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 2 10000 3 uncached bitmapscan 37.344
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 4 10000 3 uncached bitmapscan 60.228
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 8 10000 3 uncached bitmapscan 105.514
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 16 10000 3 uncached bitmapscan 198.463
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 32 10000 3 uncached bitmapscan 385.220
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 64 10000 3 uncached bitmapscan 699.129
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 128 10000 3 uncached bitmapscan 1337.969
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 256 10000 3 uncached bitmapscan 2317.795
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 512 10000 3 uncached bitmapscan 3523.488
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 1024 10000 3 uncached bitmapscan 3250.152
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 2048 10000 3 uncached bitmapscan 213.315
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 4048 10000 3 uncached bitmapscan 211.232
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 6048 10000 3 uncached seqscan 226.701
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 8048 10000 3 uncached seqscan 231.123
raid-sata master 1000000 uniform 41667 0 4096 1 32 8192 10048 10000 3 uncached seqscan 248.376
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 2 10000 3 uncached bitmapscan 36.761
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 4 10000 3 uncached bitmapscan 63.396
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 8 10000 3 uncached bitmapscan 114.777
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 16 10000 3 uncached bitmapscan 191.777
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 32 10000 3 uncached bitmapscan 352.341
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 64 10000 3 uncached bitmapscan 634.232
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 128 10000 3 uncached bitmapscan 1070.944
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 256 10000 3 uncached bitmapscan 1562.939
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 512 10000 3 uncached bitmapscan 1689.151
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 1024 10000 3 uncached bitmapscan 1284.743
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 2048 10000 3 uncached bitmapscan 926.826
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 4048 10000 3 uncached bitmapscan 222.912
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 6048 10000 3 uncached seqscan 217.567
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 8048 10000 3 uncached seqscan 219.711
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 1 32 8192 10048 10000 3 uncached seqscan 226.132
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 2 10000 3 uncached bitmapscan 4.565
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 4 10000 3 uncached bitmapscan 7.157
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 8 10000 3 uncached bitmapscan 12.066
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 16 10000 3 uncached bitmapscan 21.085
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 32 10000 3 uncached bitmapscan 42.329
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 64 10000 3 uncached bitmapscan 86.237
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 128 10000 3 uncached bitmapscan 186.460
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 256 10000 3 uncached bitmapscan 365.347
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 512 10000 3 uncached bitmapscan 610.414
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 1024 10000 3 uncached bitmapscan 768.582
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 2048 10000 3 uncached bitmapscan 820.187
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 4048 10000 3 uncached bitmapscan 879.283
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 6048 10000 3 uncached seqscan 860.736
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 8048 10000 3 uncached seqscan 862.989
raid-sata master 1000000 uniform 41667 0 4096 16 16 8192 10048 10000 3 uncached seqscan 876.032
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 2 10000 3 uncached bitmapscan 4.366
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 4 10000 3 uncached bitmapscan 6.283
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 8 10000 3 uncached bitmapscan 11.505
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 16 10000 3 uncached bitmapscan 22.496
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 32 10000 3 uncached bitmapscan 45.454
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 64 10000 3 uncached bitmapscan 86.237
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 128 10000 3 uncached bitmapscan 161.370
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 256 10000 3 uncached bitmapscan 264.044
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 512 10000 3 uncached bitmapscan 351.808
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 1024 10000 3 uncached bitmapscan 499.560
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 2048 10000 3 uncached bitmapscan 238.170
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 4048 10000 3 uncached bitmapscan 220.529
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 6048 10000 3 uncached seqscan 228.311
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 8048 10000 3 uncached seqscan 217.087
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 16 8192 10048 10000 3 uncached seqscan 224.773
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 2 10000 3 uncached bitmapscan 3.968
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 4 10000 3 uncached bitmapscan 6.854
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 8 10000 3 uncached bitmapscan 13.653
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 16 10000 3 uncached bitmapscan 21.820
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 32 10000 3 uncached bitmapscan 41.960
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 64 10000 3 uncached bitmapscan 91.485
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 128 10000 3 uncached bitmapscan 192.864
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 256 10000 3 uncached bitmapscan 376.079
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 512 10000 3 uncached bitmapscan 598.059
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 1024 10000 3 uncached bitmapscan 802.914
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 2048 10000 3 uncached bitmapscan 214.919
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 4048 10000 3 uncached bitmapscan 874.661
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 6048 10000 3 uncached seqscan 853.067
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 8048 10000 3 uncached seqscan 876.270
raid-sata master 1000000 uniform 41667 0 4096 16 1 8192 10048 10000 3 uncached seqscan 857.791
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 2 10000 3 uncached bitmapscan 4.775
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 4 10000 3 uncached bitmapscan 6.906
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 8 10000 3 uncached bitmapscan 11.769
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 16 10000 3 uncached bitmapscan 25.304
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 32 10000 3 uncached bitmapscan 45.928
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 64 10000 3 uncached bitmapscan 90.912
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 128 10000 3 uncached bitmapscan 186.335
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 256 10000 3 uncached bitmapscan 369.022
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 512 10000 3 uncached bitmapscan 598.464
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 1024 10000 3 uncached bitmapscan 765.905
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 2048 10000 3 uncached bitmapscan 775.482
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 4048 10000 3 uncached bitmapscan 218.549
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 6048 10000 3 uncached seqscan 229.306
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 8048 10000 3 uncached seqscan 248.023
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 1 8192 10048 10000 3 uncached seqscan 226.364
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 2 10000 3 uncached bitmapscan 4.909
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 4 10000 3 uncached bitmapscan 6.665
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 8 10000 3 uncached bitmapscan 11.349
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 16 10000 3 uncached bitmapscan 22.284
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 32 10000 3 uncached bitmapscan 44.031
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 64 10000 3 uncached bitmapscan 97.649
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 128 10000 3 uncached bitmapscan 191.852
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 256 10000 3 uncached bitmapscan 364.775
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 512 10000 3 uncached bitmapscan 589.026
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 1024 10000 3 uncached bitmapscan 771.517
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 2048 10000 3 uncached bitmapscan 856.949
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 4048 10000 3 uncached bitmapscan 836.308
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 6048 10000 3 uncached seqscan 841.055
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 8048 10000 3 uncached seqscan 839.922
raid-sata master 1000000 uniform 41667 0 4096 16 32 8192 10048 10000 3 uncached seqscan 840.603
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 2 10000 3 uncached bitmapscan 4.658
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 4 10000 3 uncached bitmapscan 7.418
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 8 10000 3 uncached bitmapscan 12.894
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 16 10000 3 uncached bitmapscan 21.887
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 32 10000 3 uncached bitmapscan 40.746
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 64 10000 3 uncached bitmapscan 83.876
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 128 10000 3 uncached bitmapscan 173.063
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 256 10000 3 uncached bitmapscan 275.698
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 512 10000 3 uncached bitmapscan 355.554
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 1024 10000 3 uncached bitmapscan 392.389
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 2048 10000 3 uncached bitmapscan 340.465
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 4048 10000 3 uncached bitmapscan 245.526
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 6048 10000 3 uncached seqscan 215.346
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 8048 10000 3 uncached seqscan 237.552
raid-sata patched-no-sequential 1000000 uniform 41667 0 4096 16 32 8192 10048 10000 3 uncached seqscan 227.701
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 2 10000 3 uncached bitmapscan 38.844
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 4 10000 3 uncached bitmapscan 66.724
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 8 10000 3 uncached bitmapscan 105.048
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 16 10000 3 uncached bitmapscan 198.720
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 32 10000 3 uncached bitmapscan 396.353
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 64 10000 3 uncached bitmapscan 582.475
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 128 10000 3 uncached bitmapscan 453.270
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 256 10000 3 uncached bitmapscan 317.872
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 512 10000 3 uncached bitmapscan 246.815
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 1024 10000 3 uncached bitmapscan 249.383
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 2048 10000 3 uncached bitmapscan 257.804
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 4048 10000 3 uncached seqscan 265.274
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 6048 10000 3 uncached seqscan 264.407
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 8048 10000 3 uncached seqscan 252.682
raid-sata master 1000000 uniform 41667 4 4096 0 16 8192 10048 10000 3 uncached seqscan 246.912
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 2 10000 3 uncached bitmapscan 35.255
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 4 10000 3 uncached bitmapscan 63.857
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 8 10000 3 uncached bitmapscan 105.444
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 16 10000 3 uncached bitmapscan 200.193
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 32 10000 3 uncached bitmapscan 361.662
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 64 10000 3 uncached bitmapscan 644.553
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 128 10000 3 uncached bitmapscan 1085.262
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 256 10000 3 uncached bitmapscan 1580.710
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 512 10000 3 uncached bitmapscan 280.938
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 1024 10000 3 uncached bitmapscan 252.229
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 2048 10000 3 uncached bitmapscan 250.930
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 4048 10000 3 uncached seqscan 249.188
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 6048 10000 3 uncached seqscan 249.412
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 8048 10000 3 uncached seqscan 254.208
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 16 8192 10048 10000 3 uncached seqscan 247.236
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 2 10000 3 uncached bitmapscan 37.018
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 4 10000 3 uncached bitmapscan 59.299
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 8 10000 3 uncached bitmapscan 107.412
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 16 10000 3 uncached bitmapscan 211.613
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 32 10000 3 uncached bitmapscan 398.534
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 64 10000 3 uncached bitmapscan 686.270
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 128 10000 3 uncached bitmapscan 507.111
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 256 10000 3 uncached bitmapscan 322.773
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 512 10000 3 uncached bitmapscan 268.236
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 1024 10000 3 uncached bitmapscan 237.008
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 2048 10000 3 uncached bitmapscan 243.964
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 4048 10000 3 uncached seqscan 259.393
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 6048 10000 3 uncached seqscan 250.495
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 8048 10000 3 uncached seqscan 249.296
raid-sata master 1000000 uniform 41667 4 4096 0 1 8192 10048 10000 3 uncached seqscan 244.690
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 2 10000 3 uncached bitmapscan 34.091
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 4 10000 3 uncached bitmapscan 54.503
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 8 10000 3 uncached bitmapscan 110.147
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 16 10000 3 uncached bitmapscan 207.820
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 32 10000 3 uncached bitmapscan 398.835
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 64 10000 3 uncached bitmapscan 658.120
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 128 10000 3 uncached bitmapscan 465.003
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 256 10000 3 uncached bitmapscan 328.616
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 512 10000 3 uncached bitmapscan 274.014
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 1024 10000 3 uncached bitmapscan 249.717
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 2048 10000 3 uncached bitmapscan 241.219
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 4048 10000 3 uncached seqscan 264.278
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 6048 10000 3 uncached seqscan 239.150
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 8048 10000 3 uncached seqscan 246.089
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 1 8192 10048 10000 3 uncached seqscan 256.063
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 2 10000 3 uncached bitmapscan 35.207
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 4 10000 3 uncached bitmapscan 66.317
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 8 10000 3 uncached bitmapscan 112.177
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 16 10000 3 uncached bitmapscan 217.689
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 32 10000 3 uncached bitmapscan 412.704
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 64 10000 3 uncached bitmapscan 663.830
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 128 10000 3 uncached bitmapscan 458.916
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 256 10000 3 uncached bitmapscan 347.903
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 512 10000 3 uncached bitmapscan 262.527
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 1024 10000 3 uncached bitmapscan 238.397
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 2048 10000 3 uncached bitmapscan 240.127
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 4048 10000 3 uncached seqscan 245.700
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 6048 10000 3 uncached seqscan 254.171
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 8048 10000 3 uncached seqscan 249.112
raid-sata master 1000000 uniform 41667 4 4096 0 32 8192 10048 10000 3 uncached seqscan 257.656
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 2 10000 3 uncached bitmapscan 38.687
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 4 10000 3 uncached bitmapscan 57.699
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 8 10000 3 uncached bitmapscan 101.181
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 16 10000 3 uncached bitmapscan 197.268
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 32 10000 3 uncached bitmapscan 359.499
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 64 10000 3 uncached bitmapscan 654.242
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 128 10000 3 uncached bitmapscan 1083.133
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 256 10000 3 uncached bitmapscan 1476.029
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 512 10000 3 uncached bitmapscan 275.835
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 1024 10000 3 uncached bitmapscan 243.666
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 2048 10000 3 uncached bitmapscan 252.117
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 4048 10000 3 uncached seqscan 256.150
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 6048 10000 3 uncached seqscan 238.391
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 8048 10000 3 uncached seqscan 250.605
raid-sata patched-no-sequential 1000000 uniform 41667 4 4096 0 32 8192 10048 10000 3 uncached seqscan 244.496
