  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |  32 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2626666666666666 |      3 |   1.2756666666666667 |      3 |   1.2246666666666666 |      3 |                1.168 |      3 |   1.1196666666666666
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    5.240333333333333 |      3 |    5.175333333333334 |      3 |    5.303999999999999 |      3 |    5.145333333333333 |      3 |                5.215
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  32 |        8 |     10000 | cached-os | indexscan  |          3 |   1.3079999999999998 |      3 |                1.365 |      3 |   1.2683333333333333 |      3 |   1.2129999999999999 |      3 |                1.173
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   1 |       16 |     10000 | cached-os | bitmapscan |          3 |    5.348333333333334 |      3 |    5.302333333333333 |      3 |    5.399333333333334 |      3 |    5.253000000000001 |      3 |   5.2363333333333335
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   1 |        8 |     10000 | cached    | bitmapscan |          3 |                0.734 |      3 |   0.8106666666666668 |      3 |   0.6943333333333334 |      3 |   0.6386666666666667 |      3 |   0.6646666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  32 |      128 |     10000 | cached    | indexscan  |          3 |   1.2886666666666668 |      3 |                 1.29 |      3 |   1.2423333333333335 |      3 |   1.1933333333333334 |      3 |   1.2043333333333335
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |     1024 |     10000 | cached-os | indexscan  |          3 |    9.860999999999999 |      3 |    9.843333333333334 |      3 |    9.760666666666667 |      3 |    9.765333333333333 |      3 |    9.727666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   8 |        4 |     10000 | cached-os | indexscan  |          3 |                1.022 |      3 |   0.7993333333333332 |      3 |                0.985 |      3 |                0.926 |      3 |   1.0626666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |       32 |     10000 | cached    | indexscan  |          3 |   0.5946666666666666 |      3 |                0.613 |      3 |                0.604 |      3 |  0.49833333333333335 |      3 |   0.6656666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |   8 |        4 |     10000 | cached    | indexscan  |          3 |  0.31333333333333335 |      3 |  0.26566666666666666 |      3 |   0.2793333333333333 |      3 |                0.217 |      3 |  0.26333333333333336
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |  32 |        8 |       100 | cached    | seqscan    |          3 |                5.843 |      3 |    5.562666666666668 |      3 |    5.628333333333333 |      3 |    5.746333333333333 |      3 |    5.756666666666667
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |  32 |      256 |     10000 | cached    | indexscan  |          3 |   1.6079999999999999 |      3 |   1.5913333333333333 |      3 |   1.6006666666666665 |      3 |   1.5113333333333332 |      3 |                1.527
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |   8 |       16 |       100 | cached    | bitmapscan |          3 |   12.590333333333334 |      3 |   13.023333333333333 |      3 |   13.594999999999999 |      3 |   12.493333333333334 |      3 |               12.397
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   8 |       64 |     10000 | cached-os | indexscan  |          3 |                1.006 |      3 |   1.0123333333333333 |      3 |                1.032 |      3 |   0.9090000000000001 |      3 |   0.9269999999999999
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |       16 |     10000 | cached    | bitmapscan |          3 |                1.279 |      3 |   1.2876666666666667 |      3 |   1.2403333333333333 |      3 |                1.182 |      3 |                1.138
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  32 |       16 |     10000 | cached-os | indexscan  |          3 |                1.466 |      3 |   1.4756666666666665 |      3 |   1.4126666666666665 |      3 |                1.369 |      3 |   1.3046666666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |  16 |        8 |     10000 | cached-os | indexscan  |          3 |    1.265666666666667 |      3 |   1.2309999999999999 |      3 |   1.2133333333333336 |      3 |   1.1686666666666667 |      3 |   1.1766666666666665
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  16 |        2 |       100 | cached    | bitmapscan |          3 |   2.1750000000000003 |      3 |   2.1523333333333334 |      3 |                2.199 |      3 |   2.0776666666666666 |      3 |   2.0683333333333334
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |   8 |        4 |       100 | cached-os | seqscan    |          3 |    5.608666666666667 |      3 |                5.653 |      3 |                5.722 |      3 |    5.511333333333333 |      3 |   5.2253333333333325
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  32 |       64 |     10000 | cached    | indexscan  |          3 |   0.8929999999999999 |      3 |   0.8183333333333334 |      3 |                0.726 |      3 |   0.7953333333333333 |      3 |   0.6943333333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |      256 |     10000 | cached    | indexscan  |          3 |   2.7936666666666667 |      3 |   2.8063333333333333 |      3 |   2.7580000000000005 |      3 |   2.6956666666666664 |      3 |   2.6526666666666663
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   0 |     4048 |     10000 | cached    | indexscan  |          3 |   22.738666666666663 |      3 |   23.490333333333336 |      3 |   23.731666666666666 |      3 |   22.640333333333334 |      3 |               24.226
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2449999999999999 |      3 |   1.2376666666666667 |      3 |   1.2223333333333333 |      3 |   1.1466666666666667 |      3 |   1.1573333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4329999999999998 |      3 |   1.3556666666666668 |      3 |   1.4103333333333332 |      3 |   1.3346666666666664 |      3 |                1.292
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2936666666666667 |      3 |   1.2953333333333332 |      3 |   1.2286666666666666 |      3 |   1.1953333333333334 |      3 |   1.2653333333333334
 data      | 1000000 | uniform     |    41667 |       0 |   128 |   0 |        2 |     10000 | cached-os | bitmapscan |          3 |   1.0383333333333333 |      3 |   0.9683333333333334 |      3 |                0.883 |      3 |   0.9396666666666667 |      3 |   1.0256666666666667
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  32 |        2 |     10000 | uncached  | indexscan  |          3 |   1.4443333333333335 |      3 |   1.7016666666666669 |      3 |   1.4146666666666665 |      3 |   1.3456666666666666 |      3 |   1.3666666666666665
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   0 |      256 |     10000 | cached-os | indexscan  |          3 |   3.9416666666666664 |      3 |   3.9579999999999997 |      3 |                3.974 |      3 |   3.8426666666666667 |      3 |   3.7720000000000002
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  32 |      512 |     10000 | cached    | indexscan  |          3 |    2.966333333333333 |      3 |   3.3829999999999996 |      3 |    2.997666666666667 |      3 |   2.8673333333333333 |      3 |                3.111
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |        4 |     10000 | cached-os | indexscan  |          3 |   0.9916666666666666 |      3 |   0.9653333333333333 |      3 |   0.9516666666666667 |      3 |   0.8926666666666666 |      3 |   0.9540000000000001
 raid-nvme | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |        8 |     10000 | cached    | bitmapscan |          3 |                0.678 |      3 |   0.6646666666666667 |      3 |   0.7446666666666667 |      3 |   0.5790000000000001 |      3 |   0.5663333333333332
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   0 |      256 |     10000 | cached    | indexscan  |          3 |                2.104 |      3 |   2.0100000000000002 |      3 |   2.1016666666666666 |      3 |    2.004666666666667 |      3 |   1.9733333333333334
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   1 |      256 |     10000 | cached    | indexscan  |          3 |   1.6079999999999999 |      3 |   1.5763333333333334 |      3 |   1.4053333333333333 |      3 |   1.5086666666666666 |      3 |   1.4043333333333334
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  32 |       32 |     10000 | cached-os | indexscan  |          3 |   1.7113333333333334 |      3 |                1.773 |      3 |   1.7583333333333335 |      3 |                1.612 |      3 |   1.5596666666666668
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  16 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4983333333333333 |      3 |   1.5556666666666665 |      3 |                1.462 |      3 |   1.3989999999999998 |      3 |   1.4143333333333334
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   1 |      512 |     10000 | cached    | indexscan  |          3 |   2.8510000000000004 |      3 |   2.7946666666666666 |      3 |   2.2953333333333332 |      3 |   2.7516666666666665 |      3 |   2.7976666666666667
 raid-nvme | 1000000 | cyclic      |    41667 |       0 | 65536 |   8 |        2 |       100 | cached    | bitmapscan |          3 |   1.8986666666666665 |      3 |   1.9846666666666668 |      3 |                1.928 |      3 |   1.7990000000000002 |      3 |                 1.93
 data      | 1000000 | linear      |    41667 |       0 |   128 |   0 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0503333333333333 |      3 |   0.9806666666666667 |      3 |   0.9956666666666667 |      3 |   0.9503333333333334 |      3 |                 0.91
 raid-nvme | 1000000 | linear      |    41667 |       0 |   128 |  16 |      128 |     10000 | cached    | indexscan  |          3 |   0.8183333333333334 |      3 |   0.7283333333333334 |      3 |   0.8376666666666667 |      3 |                0.718 |      3 |                0.815
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   8 |      256 |     10000 | cached    | indexscan  |          3 |   1.6003333333333334 |      3 |   1.6133333333333333 |      3 |   1.6370000000000002 |      3 |                  1.5 |      3 |   1.5256666666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    5.331666666666667 |      3 |    5.300333333333334 |      3 |    5.334333333333333 |      3 |    5.231333333333333 |      3 |    5.241333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   0 |     4048 |     10000 | cached    | indexscan  |          3 |    26.80633333333333 |      3 |               27.661 |      3 |    26.55666666666667 |      3 |    26.70566666666667 |      3 |   26.147333333333336
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |      256 |     10000 | cached    | indexscan  |          3 |                2.129 |      3 |   2.1306666666666665 |      3 |    2.144666666666667 |      3 |   2.0283333333333333 |      3 |   1.9806666666666668
 raid-nvme | 1000000 | linear      |    41667 |       4 |   128 |   0 |        8 |     10000 | uncached  | indexscan  |          3 |   0.6836666666666668 |      3 |   0.6896666666666667 |      3 |   0.7486666666666667 |      3 |   0.5830000000000001 |      3 |                 0.63
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   1 |        2 |       100 | cached    | bitmapscan |          3 |                2.122 |      3 |   2.2656666666666667 |      3 |                2.165 |      3 |   2.0210000000000004 |      3 |   2.1446666666666667
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |        8 |     10000 | cached-os | bitmapscan |          3 |                3.097 |      3 |    2.872666666666667 |      3 |   3.0660000000000003 |      3 |                2.996 |      3 |    3.001666666666667
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |  16 |       16 |     10000 | uncached  | indexscan  |          3 |   0.9586666666666667 |      3 |   0.9620000000000001 |      3 |                0.996 |      3 |   0.8573333333333334 |      3 |   0.8496666666666668
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   0 |       32 |     10000 | cached-os | indexscan  |          3 |   1.6420000000000001 |      3 |   1.6503333333333332 |      3 |   1.6373333333333333 |      3 |   1.5406666666666666 |      3 |                1.537
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |        4 |     10000 | cached-os | indexscan  |          3 |                1.065 |      3 |                1.093 |      3 |   1.0996666666666666 |      3 |   0.9633333333333334 |      3 |   0.9620000000000001
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |       32 |     10000 | cached-os | indexscan  |          3 |   1.6290000000000002 |      3 |   1.6426666666666667 |      3 |                1.656 |      3 |   1.5273333333333332 |      3 |   1.6106666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |  32 |      512 |     10000 | cached    | indexscan  |          3 |   4.3116666666666665 |      3 |    5.075666666666667 |      3 |    5.136666666666667 |      3 |    4.209666666666667 |      3 |    4.227666666666667
 data      | 1000000 | linear      |    41667 |       4 |  4096 |  16 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0436666666666667 |      3 |   1.0256666666666667 |      3 |   1.0506666666666666 |      3 |   0.9416666666666668 |      3 |   0.9343333333333333
 raid-nvme | 1000000 | uniform     |    41667 |       4 |   128 |  16 |        8 |     10000 | cached-os | bitmapscan |          3 |                2.975 |      3 |   2.9036666666666666 |      3 |    2.986333333333333 |      3 |   2.8723333333333336 |      3 |   3.0380000000000003
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |       16 |     10000 | cached    | indexscan  |          3 |  0.47866666666666663 |      3 |   0.4653333333333334 |      3 |   0.4603333333333333 |      3 |  0.37600000000000006 |      3 |   0.4573333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |       16 |     10000 | uncached  | indexscan  |          3 |   2.8013333333333335 |      3 |                2.817 |      3 |   2.7443333333333335 |      3 |   2.6986666666666665 |      3 |                2.642
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   0 |        4 |       100 | cached-os | bitmapscan |          3 |    7.106999999999999 |      3 |    7.323666666666667 |      3 |    7.417999999999999 |      3 |   7.0040000000000004 |      3 |    6.921666666666667
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   0 |      128 |     10000 | cached-os | indexscan  |          3 |   1.8756666666666666 |      3 |   1.8356666666666666 |      3 |   1.9156666666666666 |      3 |   1.7723333333333333 |      3 |   1.7863333333333333
 data      | 1000000 | linear      |    41667 |       0 |   128 |   1 |      128 |     10000 | cached    | indexscan  |          3 |   0.8833333333333334 |      3 |   0.8033333333333333 |      3 |   0.8566666666666668 |      3 |   0.7800000000000001 |      3 |   0.8013333333333335
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 |   128 |   8 |        8 |     10000 | cached-os | indexscan  |          3 |                1.236 |      3 |                1.287 |      3 |                1.205 |      3 |   1.1326666666666665 |      3 |                1.206
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   0 |       16 |     10000 | cached-os | bitmapscan |          3 |    5.286333333333334 |      3 |    5.155333333333333 |      3 |   5.3213333333333335 |      3 |                5.183 |      3 |   5.1290000000000004
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |   0 |        2 |     10000 | cached-os | bitmapscan |          3 |   0.9819999999999999 |      3 |   0.9806666666666667 |      3 |   0.9286666666666666 |      3 |   0.8783333333333334 |      3 |   0.9723333333333333
 data      | 1000000 | linear      |    41667 |       4 |   128 |   8 |      256 |     10000 | cached    | indexscan  |          3 |    2.438333333333334 |      3 |    2.458666666666667 |      3 |   2.4083333333333337 |      3 |   2.3346666666666667 |      3 |                2.524
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   0 |      128 |     10000 | cached    | indexscan  |          3 |   0.7840000000000001 |      3 |                0.787 |      3 |   0.8006666666666667 |      3 |                 0.68 |      3 |   0.7759999999999999
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   0 |       64 |     10000 | cached-os | indexscan  |          3 |   2.1013333333333333 |      3 |   2.1483333333333334 |      3 |   2.0993333333333335 |      3 |   1.9969999999999999 |      3 |                1.986
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   1 |       32 |     10000 | cached-os | indexscan  |          3 |   1.7266666666666666 |      3 |                1.792 |      3 |   1.8036666666666665 |      3 |   1.6219999999999999 |      3 |   1.5883333333333332
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4326666666666668 |      3 |   1.4993333333333334 |      3 |   1.4136666666666666 |      3 |                1.328 |      3 |   1.3136666666666665
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   0 |        8 |     10000 | cached    | indexscan  |          3 |                0.334 |      3 |                0.335 |      3 |  0.33466666666666667 |      3 |   0.2293333333333333 |      3 |   0.3373333333333333
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   0 |      256 |     10000 | cached-os | indexscan  |          3 |   3.6026666666666665 |      3 |    3.643333333333333 |      3 |    3.703666666666667 |      3 |    3.497666666666667 |      3 |    3.436666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   1 |       64 |     10000 | cached    | indexscan  |          3 |   1.8816666666666666 |      3 |   1.7433333333333332 |      3 |                1.962 |      3 |   1.7766666666666666 |      3 |   1.7173333333333332
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   1 |        4 |       100 | cached    | bitmapscan |          3 |    2.893666666666667 |      3 |    2.534333333333333 |      3 |                2.596 |      3 |   2.7886666666666664 |      3 |   2.2243333333333335
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   8 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2196666666666667 |      3 |   1.2113333333333334 |      3 |   1.2966666666666666 |      3 |   1.1143333333333334 |      3 |   1.1523333333333332
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |       32 |     10000 | cached-os | bitmapscan |          3 |   10.453333333333333 |      3 |                9.937 |      3 |   10.328333333333333 |      3 |   10.347999999999999 |      3 |                9.991
 raid-nvme | 1000000 | uniform     |    41667 |       4 | 65536 |   0 |     1024 |     10000 | uncached  | bitmapscan |          3 |    83.88333333333334 |      3 |    84.47966666666667 |      3 |    83.89033333333333 |      3 |               83.778 |      3 |    83.80733333333332
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |   0 |       32 |     10000 | cached-os | indexscan  |          3 |   1.6440000000000001 |      3 |   1.6276666666666666 |      3 |   1.6819999999999997 |      3 |   1.5383333333333333 |      3 |   1.6283333333333332
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |  32 |        2 |       100 | cached    | bitmapscan |          3 |   1.9203333333333334 |      3 |   1.8763333333333332 |      3 |   1.9326666666666668 |      3 |   1.8146666666666667 |      3 |   1.8339999999999999
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |  32 |        8 |       100 | cached    | bitmapscan |          3 |    4.851666666666667 |      3 |                4.849 |      3 |                5.122 |      3 |   4.7459999999999996 |      3 |    5.011333333333334
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |   1 |        2 |     10000 | uncached  | bitmapscan |          3 |               17.003 |      3 |   17.517333333333337 |      3 |   17.343333333333334 |      3 |   16.897333333333332 |      3 |   16.824666666666666
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   1 |        4 |     10000 | uncached  | bitmapscan |          3 |   22.290666666666667 |      3 |    22.35633333333333 |      3 |   21.358333333333334 |      3 |    22.18466666666667 |      3 |   22.293666666666667
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0346666666666666 |      3 |   0.9819999999999999 |      3 |   1.0513333333333332 |      3 |   0.9286666666666666 |      3 |   0.9290000000000002
 raid-nvme | 1000000 | linear      |    41667 |       4 |  4096 |   0 |      128 |     10000 | cached-os | indexscan  |          3 |   1.8479999999999999 |      3 |   1.8796666666666664 |      3 |   1.8893333333333333 |      3 |    1.741666666666667 |      3 |                1.812
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |   128 |   8 |        2 |       100 | cached    | seqscan    |          3 |                 1.89 |      2 |   1.9020000000000001 |      3 |   1.8893333333333333 |      3 |   1.7836666666666667 |      3 |   1.8093333333333332
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |  32 |        8 |     10000 | cached-os | bitmapscan |          3 |   2.9143333333333334 |      3 |    2.890333333333333 |      3 |   2.9073333333333338 |      3 |                2.808 |      3 |   2.9776666666666665
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   0 |       32 |     10000 | cached-os | indexscan  |          3 |   1.6663333333333334 |      3 |                 1.64 |      3 |   1.5883333333333332 |      3 |   1.5596666666666668 |      3 |                1.537
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2566666666666668 |      3 |   1.3306666666666669 |      3 |                1.282 |      3 |   1.1500000000000001 |      3 |   1.1236666666666666
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |       64 |     10000 | uncached  | bitmapscan |          3 |   28.723333333333333 |      3 |    29.38633333333333 |      3 |   29.423333333333336 |      3 |   28.616666666666664 |      3 |   28.991666666666664
 raid-nvme | 1000000 | uniform     |    41667 |       4 |  4096 |   0 |      512 |     10000 | cached-os | bitmapscan |          3 |    43.70633333333333 |      3 |    43.25266666666667 |      3 |    43.33733333333333 |      3 |   43.599333333333334 |      3 |   43.538666666666664
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |                1.034 |      3 |   1.0446666666666666 |      3 |   1.0633333333333332 |      3 |                0.927 |      3 |                0.914
 raid-nvme | 1000000 | linear      |    41667 |       4 | 65536 |   8 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0226666666666666 |      3 |   1.0286666666666668 |      3 |   1.0183333333333333 |      3 |   0.9153333333333333 |      3 |   0.9103333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  32 |       32 |     10000 | cached-os | indexscan  |          3 |   1.7166666666666668 |      3 |   1.7403333333333333 |      3 |   1.7236666666666667 |      3 |   1.6093333333333335 |      3 |   1.6626666666666667
 data      | 1000000 | linear      |    41667 |       0 |   128 |   1 |       64 |     10000 | cached-os | indexscan  |          3 |                1.049 |      3 |                1.022 |      3 |   1.1083333333333334 |      3 |   0.9413333333333332 |      3 |   0.9106666666666667
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |   1 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4746666666666668 |      3 |   1.4909999999999999 |      3 |   1.5103333333333333 |      3 |                1.367 |      3 |                1.345
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |       32 |     10000 | cached-os | bitmapscan |          3 |   10.268333333333333 |      3 |   10.646333333333333 |      3 |   10.299666666666667 |      3 |   10.160666666666666 |      3 |   10.055333333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   0 |     1024 |     10000 | cached-os | indexscan  |          3 |    9.249333333333334 |      3 |    9.159333333333334 |      3 |    9.138333333333334 |      3 |    9.141666666666666 |      3 |                9.286
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   0 |     2048 |     10000 | cached-os | indexscan  |          3 |   17.590999999999998 |      3 |   17.643666666666668 |      3 |   17.804999999999996 |      3 |               17.483 |      3 |   17.862333333333332
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |   8 |        8 |     10000 | cached    | bitmapscan |          3 |   0.6796666666666668 |      3 |   0.7406666666666667 |      3 |   0.7156666666666668 |      3 |   0.5716666666666667 |      3 |   0.6876666666666668
 data      | 1000000 | uniform     |    41667 |       4 |   128 |   8 |       64 |     10000 | cached-os | bitmapscan |          3 |   12.608666666666666 |      3 |               12.631 |      3 |   12.776000000000002 |      3 |   12.500333333333336 |      3 |   12.437666666666667
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |  4096 |   8 |        4 |       100 | cached-os | bitmapscan |          3 |    5.091666666666666 |      3 |    5.020333333333334 |      3 |    5.207333333333334 |      3 |    4.983333333333333 |      3 |    4.919333333333333
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   8 |        8 |     10000 | cached-os | bitmapscan |          3 |                3.186 |      3 |   2.9386666666666668 |      3 |    2.760333333333333 |      3 |    3.077666666666667 |      3 |   3.1023333333333327
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   8 |       32 |     10000 | cached-os | indexscan  |          3 |   0.6186666666666666 |      3 |   0.5473333333333333 |      3 |   0.5306666666666667 |      3 |                 0.51 |      3 |   0.5006666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |   0 |      256 |     10000 | cached    | indexscan  |          3 |   2.7093333333333334 |      3 |   2.7593333333333327 |      3 |    2.653333333333333 |      3 |   2.6006666666666667 |      3 |   2.6566666666666667
 raid-nvme | 1000000 | cyclic      |    41667 |       4 |   128 |   1 |        2 |       100 | cached-os | seqscan    |          3 |   3.9450000000000003 |      3 |    3.898666666666667 |      3 |   3.9906666666666664 |      3 |   3.8363333333333336 |      3 |   3.8866666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   8 |     4048 |     10000 | cached-os | indexscan  |          3 |   35.169333333333334 |      3 |   36.288000000000004 |      3 |    36.02033333333333 |      3 |    35.06033333333334 |      3 |    34.83033333333333
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |       32 |     10000 | uncached  | bitmapscan |          3 |   16.497333333333334 |      3 |    17.05633333333333 |      3 |    16.07133333333333 |      3 |               16.388 |      3 |               16.068
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |  16 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2246666666666666 |      3 |   1.2216666666666667 |      3 |   1.2553333333333334 |      3 |   1.1153333333333333 |      3 |   1.1376666666666668
 raid-nvme | 1000000 | linear      |    41667 |       0 | 65536 |   8 |       64 |     10000 | cached-os | indexscan  |          3 |   1.0360000000000003 |      3 |                1.021 |      3 |   1.0136666666666667 |      3 |   0.9266666666666667 |      3 |   0.9366666666666666
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |     2048 |     10000 | cached-os | indexscan  |          3 |    18.31233333333333 |      3 |   18.201999999999998 |      3 |   18.189333333333334 |      3 |    18.20266666666667 |      3 |   18.484333333333332
 raid-nvme | 1000000 | linear      |    41667 |       0 |  4096 |   1 |      128 |     10000 | cached    | indexscan  |          3 |   0.8000000000000002 |      3 |   0.8083333333333332 |      3 |   0.8063333333333333 |      3 |   0.6903333333333334 |      3 |   0.7976666666666667
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |   0 |        8 |     10000 | cached-os | indexscan  |          3 |   1.2063333333333333 |      3 |   1.1676666666666666 |      3 |   1.1540000000000001 |      3 |   1.0963333333333334 |      3 |                1.148
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   0 |       16 |     10000 | uncached  | indexscan  |          3 |   1.0266666666666666 |      3 |   0.8756666666666666 |      3 |   1.0206666666666668 |      3 |   0.9166666666666666 |      3 |   0.9123333333333333
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |  16 |        2 |       100 | cached    | bitmapscan |          3 |    2.138333333333333 |      3 |    2.158333333333333 |      3 |   2.0989999999999998 |      3 |    2.028333333333333 |      3 |   2.0773333333333333
 raid-nvme | 1000000 | linear-fuzz |    41667 |       4 | 65536 |   1 |       16 |     10000 | cached-os | indexscan  |          3 |   1.4296666666666666 |      3 |   1.5173333333333334 |      3 |   1.5046666666666668 |      3 |   1.3193333333333335 |      3 |   1.3616666666666666
