  device   |  rows   |   dataset   | relpages | workers |  wm   | eic | nmatches | ndistinct |  caching  |  optimal   | cnt_master |    timing_master     | cnt_p1 |      timing_p1       | cnt_p2 |      timing_p2       | cnt_p3 |      timing_p3       | cnt_p4 |      timing_p4       
 data      | 1000000 | linear      |    41667 |       4 |  4096 |  16 |     8048 |     10000 | uncached  | seqscan    |          3 |              190.533 |      3 |   172.56566666666666 |      3 |   171.53666666666663 |      3 |    81.66033333333334 |      3 |               81.597
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |   1 |      128 |     10000 | uncached  | bitmapscan |          3 |              588.128 |      3 |    594.9606666666667 |      3 |    591.9053333333333 |      3 |    479.1033333333333 |      3 |    484.3823333333333
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   8 |      112 |       100 | uncached  | seqscan    |          3 |   262.99666666666667 |      3 |   242.09799999999998 |      3 |   247.09900000000002 |      3 |   153.96900000000002 |      3 |   153.84400000000002
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   8 |    10048 |     10000 | uncached  | seqscan    |          3 |    265.9663333333333 |      3 |   252.29066666666665 |      3 |   264.06533333333334 |      3 |              156.668 |      3 |   160.22833333333332
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |   1 |      128 |     10000 | uncached  | bitmapscan |          3 |    590.2623333333332 |      3 |    594.0633333333334 |      3 |    587.9463333333333 |      3 |    480.4446666666667 |      3 |   486.70599999999996
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   8 |     2048 |     10000 | uncached  | seqscan    |          3 |              262.325 |      3 |   264.49333333333334 |      3 |   266.64633333333336 |      3 |   152.41333333333333 |      3 |   150.61966666666666
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   8 |       72 |       100 | uncached  | seqscan    |          3 |   236.24966666666668 |      3 |   232.25799999999995 |      3 |   230.88833333333332 |      3 |   124.65633333333334 |      3 |   122.28666666666668
 data      | 1000000 | uniform     |    41667 |       0 | 65536 |  16 |     2048 |     10000 | uncached  | bitmapscan |          3 |              248.431 |      3 |   278.51666666666665 |      3 |    315.8113333333333 |      3 |               136.38 |      3 |              136.181
 data      | 1000000 | linear      |    41667 |       0 |   128 |  32 |     2048 |     10000 | uncached  | indexscan  |          3 |   147.60833333333335 |      3 |              147.082 |      3 |              146.261 |      3 |   34.915333333333336 |      3 |    33.51266666666667
 data      | 1000000 | linear      |    41667 |       4 |  4096 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   212.61466666666664 |      3 |   247.05566666666667 |      3 |   242.97433333333333 |      3 |               99.387 |      3 |   100.12266666666666
 data      | 1000000 | linear      |    41667 |       4 |  4096 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |              136.789 |      3 |    135.2193333333333 |      3 |   144.93133333333336 |      3 |               23.413 |      3 |               25.024
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   207.28233333333333 |      3 |   208.53233333333333 |      3 |   210.68999999999997 |      3 |    93.88499999999999 |      3 |    94.70333333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   210.19299999999998 |      3 |   233.16133333333332 |      3 |   213.83166666666668 |      3 |    96.78566666666666 |      3 |    95.60333333333334
 raid-nvme | 1000000 | uniform     |    41667 |       0 | 65536 |   8 |     4048 |     10000 | uncached  | bitmapscan |          3 |   259.36899999999997 |      3 |   234.69433333333336 |      3 |   240.45566666666664 |      3 |   145.94799999999998 |      3 |              145.884
 data      | 1000000 | linear      |    41667 |       4 |  4096 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |              209.226 |      3 |              209.347 |      3 |   209.80933333333334 |      3 |    94.96566666666666 |      3 |    94.11966666666667
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   8 |      112 |       100 | uncached  | seqscan    |          3 |              268.385 |      3 |    262.3546666666667 |      3 |   272.56333333333333 |      3 |   154.06366666666668 |      3 |   153.19233333333335
 data      | 1000000 | uniform     |    41667 |       0 |   128 |   1 |      128 |     10000 | uncached  | bitmapscan |          3 |              596.356 |      3 |    595.0486666666667 |      3 |    593.2566666666665 |      3 |              481.828 |      3 |    481.0996666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   209.29066666666668 |      3 |    210.1353333333333 |      3 |   206.69366666666664 |      3 |                94.31 |      3 |    94.76066666666667
 data      | 1000000 | linear      |    41667 |       4 | 65536 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |   209.41733333333332 |      3 |              206.769 |      3 |   208.80633333333333 |      3 |    94.31133333333332 |      3 |    94.22766666666666
 data      | 1000000 | linear      |    41667 |       4 |   128 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   203.91666666666666 |      3 |   210.62133333333335 |      3 |   209.80666666666664 |      3 |    88.72166666666665 |      3 |    89.68233333333335
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |  32 |       92 |       100 | uncached  | seqscan    |          3 |   206.24800000000002 |      3 |   206.67233333333334 |      3 |   205.94366666666664 |      3 |    90.84233333333334 |      3 |    91.13433333333332
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   8 |       72 |       100 | uncached  | seqscan    |          3 |              240.303 |      3 |   222.70566666666664 |      3 |   221.85266666666666 |      3 |   124.61833333333334 |      3 |   124.63900000000001
 data      | 1000000 | linear      |    41667 |       0 |  4096 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |   150.27266666666665 |      3 |   151.28533333333334 |      3 |   150.51633333333334 |      3 |    34.57033333333334 |      3 |   33.660333333333334
 data      | 1000000 | uniform     |    41667 |       0 |   128 |  32 |     2048 |     10000 | uncached  | seqscan    |          3 |   268.06766666666664 |      3 |   290.93800000000005 |      3 |   262.24133333333333 |      3 |   151.91666666666666 |      3 |   150.74933333333334
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  32 |     2048 |     10000 | uncached  | indexscan  |          3 |                152.6 |      3 |   155.21233333333333 |      3 |   151.13166666666666 |      3 |    36.40633333333333 |      3 |               36.444
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |  16 |       92 |       100 | uncached  | seqscan    |          3 |              210.444 |      3 |   211.18866666666668 |      3 |   207.01233333333334 |      3 |    94.24533333333333 |      3 |    93.33999999999999
 data      | 1000000 | linear      |    41667 |       0 | 65536 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |   149.97933333333333 |      3 |   149.32833333333335 |      3 |    150.0376666666667 |      3 |   33.733333333333334 |      3 |    32.50233333333333
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   225.11733333333333 |      3 |   222.69299999999998 |      3 |    258.2436666666667 |      3 |   108.27266666666667 |      3 |   107.42066666666666
 data      | 1000000 | linear      |    41667 |       0 |   128 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   151.64700000000002 |      3 |   152.01933333333332 |      3 |              151.768 |      3 |    34.64633333333333 |      3 |    34.34133333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  32 |       92 |       100 | uncached  | seqscan    |          3 |   210.52433333333332 |      3 |              210.284 |      3 |   211.17833333333337 |      3 |    93.32933333333335 |      3 |    91.87866666666667
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |     6048 |     10000 | uncached  | seqscan    |          3 |              221.702 |      3 |   223.35766666666666 |      3 |   230.92533333333333 |      3 |              104.464 |      3 |   102.76799999999999
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |  32 |       92 |       100 | uncached  | seqscan    |          3 |              207.188 |      3 |   205.02466666666666 |      3 |   207.39533333333335 |      3 |    89.49733333333332 |      3 |    90.70266666666667
 data      | 1000000 | linear      |    41667 |       0 |   128 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |    151.4186666666667 |      3 |   151.01266666666666 |      3 |   150.19033333333334 |      3 |    33.64266666666666 |      3 |   33.849333333333334
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |     8048 |     10000 | uncached  | seqscan    |          3 |   225.62866666666665 |      3 |   226.82233333333332 |      3 |   227.70833333333334 |      3 |   107.79233333333333 |      3 |   107.35866666666668
 data      | 1000000 | cyclic      |    41667 |       0 |   128 |   1 |        8 |       100 | uncached  | seqscan    |          3 |   168.74033333333333 |      3 |    168.1726666666667 |      3 |   169.50966666666667 |      3 |    50.73533333333333 |      3 |    50.95733333333334
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |     8048 |     10000 | uncached  | seqscan    |          3 |              227.085 |      3 |              228.875 |      3 |   225.73733333333334 |      3 |              109.015 |      3 |   109.19733333333333
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |  32 |       92 |       100 | uncached  | seqscan    |          3 |   210.13233333333332 |      3 |   209.06066666666666 |      3 |              210.898 |      3 |    91.75533333333333 |      3 |    89.89333333333333
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   168.39700000000002 |      3 |   167.48233333333334 |      3 |   168.20266666666666 |      3 |    49.84966666666667 |      3 |    50.22533333333333
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |              154.763 |      3 |   159.50733333333332 |      3 |   157.80666666666664 |      3 |    35.79066666666667 |      3 |               37.008
 data      | 1000000 | linear-fuzz |    41667 |       4 | 65536 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |              223.495 |      3 |   223.44866666666667 |      3 |   223.30933333333334 |      3 |   104.46233333333335 |      3 |   102.46866666666665
 data      | 1000000 | linear      |    41667 |       0 |  4096 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   152.44733333333335 |      3 |   152.49566666666666 |      3 |   152.38733333333334 |      3 |               33.386 |      3 |    33.32066666666667
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |     4048 |     10000 | uncached  | seqscan    |          3 |   218.17366666666666 |      3 |   217.70866666666666 |      3 |    219.3126666666667 |      3 |    99.08999999999999 |      3 |    97.63866666666665
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   227.74300000000002 |      3 |   225.56466666666665 |      3 |   224.12233333333333 |      3 |              108.652 |      3 |   107.32733333333334
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |     6048 |     10000 | uncached  | seqscan    |          3 |   223.30033333333336 |      3 |   222.28233333333333 |      3 |   226.49733333333333 |      3 |   104.06700000000001 |      3 |   104.43700000000001
 data      | 1000000 | linear      |    41667 |       4 |   128 |  16 |     8048 |     10000 | uncached  | seqscan    |          3 |   193.04399999999998 |      3 |   188.93133333333333 |      3 |   167.87099999999998 |      3 |    73.56033333333333 |      3 |               74.289
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   1 |      512 |     10000 | uncached  | indexscan  |          3 |   131.39399999999998 |      3 |   123.45433333333335 |      3 |   116.57600000000001 |      3 |   11.621333333333334 |      3 |   11.079666666666668
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   205.98799999999997 |      3 |   208.97199999999998 |      3 |   205.25200000000004 |      3 |    86.20166666666665 |      3 |    85.27833333333332
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |     8048 |     10000 | uncached  | seqscan    |          3 |               224.61 |      3 |   225.24300000000002 |      3 |    225.9213333333333 |      3 |   104.81433333333332 |      3 |   102.19233333333334
 data      | 1000000 | linear      |    41667 |       0 | 65536 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   152.35333333333335 |      3 |   151.45333333333335 |      3 |   152.23633333333333 |      3 |                32.44 |      3 |               33.625
 data      | 1000000 | linear-fuzz |    41667 |       4 |  4096 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |   223.37566666666666 |      3 |   222.15566666666666 |      3 |    223.5533333333333 |      3 |   102.93433333333333 |      3 |              101.664
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |     4048 |     10000 | uncached  | seqscan    |          3 |   215.54599999999996 |      3 |    217.3373333333333 |      3 |    215.7413333333333 |      3 |    94.95166666666667 |      3 |    94.09766666666667
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  16 |       92 |       100 | uncached  | seqscan    |          3 |   205.81233333333333 |      3 |   212.02266666666665 |      3 |   204.47866666666664 |      3 |    84.94866666666667 |      3 |    87.85566666666666
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  32 |     6048 |     10000 | uncached  | seqscan    |          3 |   221.87966666666668 |      3 |   220.93233333333333 |      3 |   220.12533333333332 |      3 |   100.82633333333332 |      3 |   101.21666666666665
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |   157.91833333333332 |      3 |              164.756 |      3 |              160.031 |      3 |    36.86000000000001 |      3 |    36.30533333333333
 data      | 1000000 | uniform     |    41667 |       0 |  4096 |  16 |     1024 |     10000 | uncached  | bitmapscan |          3 |    263.8253333333334 |      3 |    300.1756666666667 |      3 |   296.97200000000004 |      3 |   142.73833333333334 |      3 |   141.28333333333333
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |     6048 |     10000 | uncached  | seqscan    |          3 |   220.84333333333333 |      3 |   219.94833333333335 |      3 |   221.52666666666667 |      3 |    99.62866666666666 |      3 |    99.93666666666667
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   231.35666666666668 |      3 |   261.91766666666666 |      3 |   227.87533333333332 |      3 |   110.11066666666666 |      3 |   111.28566666666666
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |     4048 |     10000 | uncached  | seqscan    |          3 |   218.54433333333336 |      3 |              216.365 |      3 |   220.84933333333333 |      3 |    97.27766666666668 |      3 |    97.42766666666667
 data      | 1000000 | linear      |    41667 |       4 |   128 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |               206.03 |      3 |   202.96566666666664 |      3 |   205.27333333333334 |      3 |    84.67866666666667 |      3 |    84.13900000000001
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |              232.806 |      3 |               230.92 |      3 |   234.64700000000002 |      3 |   111.39633333333332 |      3 |   112.18666666666667
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  32 |     8048 |     10000 | uncached  | seqscan    |          3 |    225.2123333333333 |      3 |   226.17433333333335 |      3 |   223.46966666666665 |      3 |              103.755 |      3 |   103.97866666666668
 raid-nvme | 1000000 | uniform     |    41667 |       0 |  4096 |   8 |     6048 |     10000 | uncached  | seqscan    |          3 |    272.2816666666667 |      3 |   251.63400000000001 |      3 |              267.386 |      3 |   150.54733333333334 |      3 |   151.82966666666667
 raid-nvme | 1000000 | uniform     |    41667 |       0 |   128 |   8 |     1024 |     10000 | uncached  | seqscan    |          3 |   265.89366666666666 |      3 |   247.19466666666668 |      3 |   235.69999999999996 |      3 |   144.10733333333334 |      3 |   143.14700000000002
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  16 |      112 |       100 | uncached  | seqscan    |          3 |   223.12566666666666 |      3 |    220.5583333333333 |      3 |   222.90533333333335 |      3 |   100.78066666666666 |      3 |   101.23200000000001
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |    228.8273333333333 |      3 |              228.413 |      3 |              226.909 |      3 |   106.43266666666666 |      3 |   106.41199999999999
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |   227.82933333333332 |      3 |   230.46566666666664 |      3 |   227.50300000000001 |      3 |   105.36099999999999 |      3 |   106.58100000000002
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |   8 |       32 |       100 | uncached  | bitmapscan |          3 |              232.032 |      3 |   233.61333333333334 |      3 |              231.759 |      3 |   109.52866666666667 |      3 |              107.104
 data      | 1000000 | cyclic      |    41667 |       0 | 65536 |   8 |       32 |       100 | uncached  | bitmapscan |          3 |   231.12833333333333 |      3 |   231.55533333333332 |      3 |   230.82799999999997 |      3 |              108.574 |      3 |   107.77933333333334
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   8 |       92 |       100 | uncached  | seqscan    |          3 |   270.59633333333335 |      3 |   281.25466666666665 |      3 |   266.47700000000003 |      3 |   147.92466666666667 |      3 |              151.211
 data      | 1000000 | cyclic      |    41667 |       0 |   128 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   233.48666666666668 |      3 |   235.69766666666666 |      3 |              234.088 |      3 |   110.76833333333332 |      3 |   110.08999999999999
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  32 |       92 |       100 | uncached  | seqscan    |          3 |   202.10266666666666 |      3 |    203.7653333333333 |      3 |   202.93999999999997 |      3 |    79.37966666666667 |      3 |               81.271
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |  16 |     2048 |     10000 | uncached  | indexscan  |          3 |              159.056 |      3 |   158.20566666666664 |      3 |   159.19500000000002 |      3 |   35.928666666666665 |      3 |   36.720000000000006
 data      | 1000000 | linear-fuzz |    41667 |       0 |   128 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |              159.327 |      3 |   160.43033333333332 |      3 |   158.77966666666666 |      3 |               35.986 |      3 |               37.156
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |   211.76266666666666 |      3 |    213.0186666666667 |      3 |               210.85 |      3 |               88.347 |      3 |    88.51866666666668
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |  32 |       92 |       100 | uncached  | seqscan    |          3 |              206.371 |      3 |              205.462 |      3 |    204.6786666666667 |      3 |    82.78099999999999 |      3 |    81.28633333333333
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  32 |     4048 |     10000 | uncached  | seqscan    |          3 |   215.78866666666667 |      3 |   216.37700000000004 |      3 |   217.37566666666666 |      3 |    92.18566666666668 |      3 |    93.75433333333332
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  16 |     2048 |     10000 | uncached  | bitmapscan |          3 |   214.29600000000002 |      3 |              213.468 |      3 |    223.5053333333333 |      3 |    90.32033333333334 |      3 |               91.478
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |  32 |      112 |       100 | uncached  | seqscan    |          3 |    219.8953333333333 |      3 |              221.294 |      3 |    222.0616666666667 |      3 |    95.72733333333333 |      3 |    95.28899999999999
 data      | 1000000 | uniform     |    41667 |       4 | 65536 |  32 |     2048 |     10000 | uncached  | bitmapscan |          3 |              211.405 |      3 |   211.84533333333334 |      3 |   211.22433333333333 |      3 |    87.20233333333334 |      3 |    87.38833333333334
 data      | 1000000 | linear      |    41667 |       4 | 65536 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |    147.7793333333333 |      3 |              149.327 |      3 |              150.173 |      3 |   23.471333333333334 |      3 |               24.155
 data      | 1000000 | linear-fuzz |    41667 |       4 |   128 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   215.40133333333333 |      3 |    215.4623333333333 |      3 |   214.46266666666665 |      3 |    91.01400000000001 |      3 |    92.43866666666666
 data      | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   160.53966666666668 |      3 |   161.37400000000002 |      3 |              161.222 |      3 |               36.099 |      3 |    35.88166666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       4 | 65536 |  32 |      112 |       100 | uncached  | seqscan    |          3 |   222.29866666666666 |      3 |   222.35299999999998 |      3 |   223.14933333333337 |      3 |    97.69633333333333 |      3 |    97.88900000000001
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |   128 |   8 |       92 |       100 | uncached  | seqscan    |          3 |    267.8056666666667 |      3 |   280.56766666666664 |      3 |    279.2083333333333 |      3 |   143.17766666666668 |      3 |   147.55566666666667
 data      | 1000000 | linear      |    41667 |       4 |   128 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |              147.814 |      3 |   139.40766666666664 |      3 |              146.468 |      3 |   22.808333333333334 |      3 |    23.60666666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   8 |       32 |       100 | uncached  | seqscan    |          3 |   237.50133333333335 |      3 |   237.22966666666665 |      3 |   238.64366666666663 |      3 |   112.28699999999999 |      3 |              112.329
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |   128 |   1 |      512 |     10000 | uncached  | indexscan  |          3 |   137.27166666666665 |      3 |                  137 |      3 |   136.69966666666664 |      3 |   11.768333333333336 |      3 |   11.805333333333332
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   176.54700000000003 |      3 |   176.72466666666665 |      3 |   176.65200000000002 |      3 |   50.967999999999996 |      3 |               51.124
 raid-nvme | 1000000 | linear-fuzz |    41667 |       0 |  4096 |   1 |      512 |     10000 | uncached  | indexscan  |          3 |   137.21266666666668 |      3 |   130.58766666666668 |      3 |   124.74066666666666 |      3 |   11.344333333333333 |      3 |   11.282333333333334
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |  32 |      112 |       100 | uncached  | seqscan    |          3 |   222.99466666666663 |      3 |   222.44833333333335 |      3 |   222.61599999999999 |      3 |    97.08733333333333 |      3 |    95.82666666666667
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  32 |     2048 |     10000 | uncached  | bitmapscan |          3 |   212.27833333333334 |      3 |   211.23633333333336 |      3 |   211.81833333333336 |      3 |    86.32000000000001 |      3 |    87.67333333333333
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |  32 |      112 |       100 | uncached  | seqscan    |          3 |   221.57833333333335 |      3 |   220.44899999999998 |      3 |   221.89200000000002 |      3 |    95.49566666666665 |      3 |    94.52633333333331
 data      | 1000000 | cyclic      |    41667 |       0 |  4096 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   176.32666666666668 |      3 |    183.0566666666667 |      3 |   183.17600000000002 |      3 |               50.143 |      3 |   50.286333333333324
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |  4096 |  16 |      112 |       100 | uncached  | seqscan    |          3 |    226.7166666666667 |      3 |   258.44166666666666 |      3 |    233.4463333333333 |      3 |   100.25633333333333 |      3 |   101.02233333333334
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   177.17566666666667 |      3 |   177.21433333333334 |      3 |   176.95000000000002 |      3 |    50.52166666666667 |      3 |    50.72266666666667
 data      | 1000000 | cyclic      |    41667 |       4 |  4096 |  16 |      112 |       100 | uncached  | seqscan    |          3 |              226.321 |      3 |    226.5233333333333 |      3 |   226.80933333333334 |      3 |    99.45533333333333 |      3 |              100.024
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  16 |      112 |       100 | uncached  | seqscan    |          3 |   217.80433333333335 |      3 |              216.609 |      3 |    224.0523333333333 |      3 |    90.78966666666668 |      3 |    91.39566666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   1 |        8 |       100 | uncached  | seqscan    |          3 |   178.59699999999998 |      3 |   175.63566666666668 |      3 |   176.63000000000002 |      3 |   51.470333333333336 |      3 |    51.25333333333334
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |    10048 |     10000 | uncached  | seqscan    |          3 |   211.31500000000003 |      3 |   213.26999999999998 |      3 |   213.44433333333333 |      3 |    84.12333333333333 |      3 |               83.887
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |     6048 |     10000 | uncached  | seqscan    |          3 |              212.321 |      3 |   209.63933333333333 |      3 |   210.99966666666668 |      3 |                84.51 |      3 |    84.73566666666666
 data      | 1000000 | uniform     |    41667 |       4 |  4096 |  16 |     2048 |     10000 | uncached  | bitmapscan |          3 |              219.004 |      3 |   215.13933333333333 |      3 |   215.75733333333332 |      3 |    91.16766666666668 |      3 |    91.03966666666668
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |     2048 |     10000 | uncached  | seqscan    |          3 |              203.946 |      3 |              205.205 |      3 |   204.01233333333334 |      3 |    76.08033333333334 |      3 |    76.56099999999999
 data      | 1000000 | linear-fuzz |    41667 |       0 | 65536 |   8 |     2048 |     10000 | uncached  | indexscan  |          3 |   163.69233333333332 |      3 |              160.912 |      3 |   160.45333333333335 |      3 |   35.785333333333334 |      3 |   36.412333333333336
 raid-nvme | 1000000 | cyclic-fuzz |    41667 |       0 |   128 |   8 |       72 |       100 | uncached  | seqscan    |          3 |   256.64866666666666 |      3 |   229.62599999999998 |      3 |   238.42666666666665 |      3 |              127.932 |      3 |   127.33066666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       0 | 65536 |   8 |       32 |       100 | uncached  | bitmapscan |          3 |   237.74166666666667 |      3 |   238.12466666666668 |      3 |              238.362 |      3 |   108.73266666666666 |      3 |              109.627
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |     8048 |     10000 | uncached  | seqscan    |          3 |   210.44133333333332 |      3 |   210.96000000000004 |      3 |   210.59066666666664 |      3 |    81.36033333333334 |      3 |    83.79633333333334
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  16 |    10048 |     10000 | uncached  | seqscan    |          3 |   218.36866666666666 |      3 |   211.99900000000002 |      3 |   217.75533333333337 |      3 |    89.23066666666666 |      3 |    90.79466666666667
 data      | 1000000 | cyclic-fuzz |    41667 |       0 |  4096 |   8 |       32 |       100 | uncached  | bitmapscan |          3 |   239.42666666666665 |      3 |              237.957 |      3 |   238.18666666666664 |      3 |   110.19099999999999 |      3 |   111.16866666666665
 data      | 1000000 | cyclic-fuzz |    41667 |       4 |   128 |  16 |      112 |       100 | uncached  | seqscan    |          3 |   219.86433333333335 |      3 |   216.89733333333334 |      3 |   218.03099999999998 |      3 |    90.28566666666666 |      3 |    91.82533333333333
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |     4048 |     10000 | uncached  | seqscan    |          3 |   208.34333333333333 |      3 |    208.6496666666667 |      3 |   204.88233333333332 |      3 |    78.53066666666666 |      3 |    79.04833333333333
 data      | 1000000 | cyclic      |    41667 |       4 | 65536 |  16 |      112 |       100 | uncached  | seqscan    |          3 |   230.07399999999998 |      3 |              217.391 |      3 |              220.533 |      3 |    99.64366666666666 |      3 |    99.36366666666667
 data      | 1000000 | cyclic      |    41667 |       4 |   128 |  32 |      112 |       100 | uncached  | seqscan    |          3 |   216.88733333333334 |      3 |              216.044 |      3 |              214.903 |      3 |    86.39233333333334 |      3 |    84.51099999999998
 raid-nvme | 1000000 | cyclic      |    41667 |       0 | 65536 |   8 |       92 |       100 | uncached  | seqscan    |          3 |    276.7583333333333 |      3 |    280.4866666666667 |      3 |    279.3686666666667 |      3 |   146.15733333333333 |      3 |   146.69966666666667
 raid-nvme | 1000000 | cyclic      |    41667 |       0 |  4096 |   1 |        8 |       100 | uncached  | bitmapscan |          3 |   184.96233333333336 |      3 |   197.48799999999997 |      3 |              201.452 |      3 |    54.08733333333333 |      3 |    53.57066666666666
 data      | 1000000 | uniform     |    41667 |       4 |   128 |  32 |     6048 |     10000 | uncached  | seqscan    |          3 |   210.39866666666668 |      3 |   208.10799999999998 |      3 |   209.65666666666667 |      3 |                79.42 |      3 |               80.242
